"Date","SPYSIM","TLTSIM"
"1969-06-17",17431.73,10065.36
"1969-06-18",17409.14,10081.38
"1969-06-19",17310.6,10070.24
"1969-06-20",17210.12,10045.58
"1969-06-23",17133.78,10061.56
"1969-06-24",17329.81,10064.01
"1969-06-25",17276.61,10093.62
"1969-06-26",17321.32,10150.73
"1969-06-27",17337.55,10098.49
"1969-06-30",17407.19,10060.2
"1969-07-01",17475.04,10049.12
"1969-07-02",17630.13,10011.15
"1969-07-03",17751.39,10054.03
"1969-07-07",17650.12,10002.61
"1969-07-08",17402.87,9978.28
"1969-07-09",17271.34,9954.06
"1969-07-10",17006.29,10009.99
"1969-07-11",17077.7,10203.05
"1969-07-14",16862.51,10164.19
"1969-07-15",16809.31,10098.34
"1969-07-16",16978.63,10128.04
"1969-07-17",17083.87,10103.24
"1969-07-18",16941.66,10119.3
"1969-07-22",16689.08,10176.5
"1969-07-23",16619.86,10165.22
"1969-07-24",16564.89,10140.29
"1969-07-25",16435.14,10129.09
"1969-07-28",16107.81,10104.32
"1969-07-29",15979.85,10134.01
"1969-07-30",16061.94,10136.47
"1969-07-31",16402.15,10180
"1969-08-01",16696.08,10155.04
"1969-08-04",16612.62,10212.45
"1969-08-05",16689.38,10256.42
"1969-08-06",16782.15,10258.87
"1969-08-07",16796.6,10275.22
"1969-08-08",16789.68,10277.68
"1969-08-11",16688.43,10266.23
"1969-08-12",16560.47,10240.96
"1969-08-13",16574.92,10229.59
"1969-08-14",16690.83,10218.25
"1969-08-15",16810.3,10220.71
"1969-08-18",16913.75,10278.57
"1969-08-19",17004.74,10281.02
"1969-08-20",17006.72,10255.72
"1969-08-21",17058.55,10244.34
"1969-08-22",17162,10219.2
"1969-08-25",16987.76,10207.9
"1969-08-26",16877.61,10182.91
"1969-08-27",16913.41,10158.03
"1969-08-28",16986.6,10106.11
"1969-08-29",17098.94,10108.59
"1969-09-02",17106.27,10057.09
"1969-09-03",17008.58,9992.69
"1969-09-04",16871.73,9981.87
"1969-09-05",16774.04,9957.83
"1969-09-08",16608.71,9907.57
"1969-09-09",16731.73,9923.21
"1969-09-10",17013.17,9952.08
"1969-09-11",16885.22,9967.8
"1969-09-12",16871.19,9943.84
"1969-09-15",17004.89,9919.98
"1969-09-16",17021.11,9883.14
"1969-09-17",16989.28,9833.54
"1969-09-18",17016.18,9771.48
"1969-09-19",17069.05,9786.84
"1969-09-22",17150.23,9802.24
"1969-09-23",17152.51,9791.84
"1969-09-24",17131.47,9755.81
"1969-09-25",17002.85,9732.74
"1969-09-26",16895.75,9596.37
"1969-09-29",16763.54,9549.11
"1969-09-30",16713.82,9514.54
"1969-10-01",16608.51,9529.4
"1969-10-02",16739.89,9606.48
"1969-10-03",16733.21,9697.12
"1969-10-06",16769.55,9776.16
"1969-10-07",16719.83,9882.14
"1969-10-08",16646.8,9897.7
"1969-10-09",16713.63,9887.15
"1969-10-10",16810.94,9968.39
"1969-10-13",16990.73,9970.9
"1969-10-14",17199.21,10106.78
"1969-10-15",17205.07,10055.6
"1969-10-16",17323.89,10111.79
"1969-10-17",17306.45,10154.85
"1969-10-20",17344.58,10308.19
"1969-10-21",17479.54,10352.4
"1969-10-22",17594.78,10285.48
"1969-10-23",17530.71,10124.14
"1969-10-24",17651.32,10072.88
"1969-10-27",17626.7,9995.53
"1969-10-28",17573.4,9828.2
"1969-10-29",17423.27,9817.83
"1969-10-30",17447.06,9846.15
"1969-10-31",17483.4,9874.59
"1969-11-03",17491.05,9955.49
"1969-11-04",17504.09,9958
"1969-11-05",17583.46,9830.35
"1969-11-06",17591.11,9794.31
"1969-11-07",17699.17,9809.67
"1969-11-10",17714,9799.36
"1969-11-11",17669.65,9801.89
"1969-11-12",17639.66,9727.91
"1969-11-13",17557.66,9692.52
"1969-11-14",17497.19,9707.67
"1969-11-17",17381.13,9672.42
"1969-11-18",17379.82,9600.02
"1969-11-19",17294.25,9553.08
"1969-11-20",17119.03,9518.75
"1969-11-21",17015.53,9570.51
"1969-11-24",16824.17,9635.13
"1969-11-25",16772.67,9650.17
"1969-11-26",16834.11,9627.75
"1969-11-28",16933.2,9642.76
"1969-12-01",16829.7,9632.83
"1969-12-02",16729.79,9561.03
"1969-12-03",16552.78,9575.91
"1969-12-04",16608.84,9703.17
"1969-12-05",16571.68,9730.95
"1969-12-08",16414.4,9695.66
"1969-12-09",16364.69,9610.78
"1969-12-10",16354.42,9563.89
"1969-12-11",16363.87,9541.86
"1969-12-12",16418.14,9569
"1969-12-15",16372.01,9571.56
"1969-12-16",16227.29,9525.02
"1969-12-17",16136.34,9503.17
"1969-12-18",16391.4,9481.41
"1969-12-19",16531.99,9520.49
"1969-12-22",16389.82,9535.28
"1969-12-23",16329.05,9501.23
"1969-12-24",16503.48,9455.3
"1969-12-26",16634.48,9421.73
"1969-12-29",16521.25,9281.82
"1969-12-30",16587.13,9402.93
"1969-12-31",16672.9,9526.37
"1970-01-02",16845.51,9602.62
"1970-01-05",16931.28,9580.52
"1970-01-06",16818.06,9509.67
"1970-01-07",16786.24,9487.94
"1970-01-08",16797.84,9551.43
"1970-01-09",16749.74,9652.74
"1970-01-12",16625.66,9667.76
"1970-01-13",16668.01,9620.65
"1970-01-14",16621.72,9524.99
"1970-01-15",16629.7,9539.76
"1970-01-16",16494.77,9603.69
"1970-01-19",16267.58,9630.98
"1970-01-20",16302.7,9584.21
"1970-01-21",16326.96,9586.78
"1970-01-22",16345.8,9577.08
"1970-01-23",16227.15,9555.16
"1970-01-26",16012.63,9557.73
"1970-01-27",15915.69,9597.11
"1970-01-28",15768.11,9587.4
"1970-01-29",15571.68,9577.71
"1970-01-30",15453.03,9555.81
"1970-02-02",15587.65,9607.45
"1970-02-03",15774.72,9634.71
"1970-02-04",15681.4,9699.43
"1970-02-05",15622.46,9752.16
"1970-02-06",15702.8,9843.49
"1970-02-09",15828.37,9961.99
"1970-02-10",15666.31,9912.77
"1970-02-11",15820.82,9902.46
"1970-02-12",15785.39,9905.03
"1970-02-13",15753.58,10090.42
"1970-02-16",15743.47,10066.56
"1970-02-17",15727.94,10042.79
"1970-02-18",15924.05,10045.36
"1970-02-19",15984.49,10061.09
"1970-02-20",16035.89,10011.17
"1970-02-24",16031.21,10039.95
"1970-02-25",16279.77,10082.02
"1970-02-26",16200.93,10124.34
"1970-02-27",16312.01,10126.91
"1970-03-02",16352.55,10076.52
"1970-03-03",16449.17,10079.09
"1970-03-04",16417.36,10081.67
"1970-03-05",16412.68,10031.66
"1970-03-06",16313.94,10047.35
"1970-03-09",16148.28,10010.67
"1970-03-10",16194.24,9935.4
"1970-03-11",16185.95,9848.29
"1970-03-12",16123.39,9787.55
"1970-03-13",16040.93,9714.94
"1970-03-16",15871.66,9680.25
"1970-03-17",15942.95,9621.19
"1970-03-18",15990.72,9685.47
"1970-03-19",15971.57,9940.97
"1970-03-20",15907.36,9917.82
"1970-03-23",15896.75,9933.27
"1970-03-24",16079.82,9987.58
"1970-03-25",16409.06,10081.66
"1970-03-26",16438.65,10110.63
"1970-03-30",16387.84,10021.33
"1970-03-31",16390.02,10010.89
"1970-04-01",16472.59,10078.89
"1970-04-02",16423.61,10081.49
"1970-04-03",16352.71,10057.83
"1970-04-06",16239.78,10008.21
"1970-04-07",16198.11,9997.82
"1970-04-08",16194.81,9987.45
"1970-04-09",16204.29,9977.1
"1970-04-10",16153.49,10005.63
"1970-04-13",16046.04,9995.25
"1970-04-14",15911.19,9971.97
"1970-04-15",15884.14,9923.1
"1970-04-16",15731.02,9849.23
"1970-04-17",15694.84,9763.72
"1970-04-20",15726.25,9728.92
"1970-04-21",15646.21,9719.12
"1970-04-22",15445.6,9610.98
"1970-04-23",15223.05,9589.24
"1970-04-24",15175.91,9555.5
"1970-04-27",14938.75,9534
"1970-04-28",14723.52,9548.68
"1970-04-29",15007.07,9587.64
"1970-04-30",14956.27,9578.13
"1970-05-01",14943.84,9556.56
"1970-05-04",14567.84,9415.89
"1970-05-05",14429.35,9418.53
"1970-05-06",14590.48,9504.39
"1970-05-07",14658.43,9531.02
"1970-05-08",14589.37,9581.93
"1970-05-11",14438.09,9548.32
"1970-05-12",14303.26,9526.9
"1970-05-13",14064.29,9529.54
"1970-05-14",13867.34,9520.18
"1970-05-15",14136.26,9558.89
"1970-05-18",14149.41,9573.61
"1970-05-19",13877.56,9576.25
"1970-05-20",13525.33,9530.71
"1970-05-21",13279.07,9438.09
"1970-05-22",13297.7,9335.28
"1970-05-25",12934.51,9098.76
"1970-05-26",12761.33,8871.56
"1970-05-27",13399.26,9070.74
"1970-05-28",13737.59,9140.42
"1970-05-29",14094.19,9176.9
"1970-06-01",14332.04,9282.18
"1970-06-02",14334.23,9377.57
"1970-06-03",14460.64,9380.23
"1970-06-04",14250.91,9359.56
"1970-06-05",14035.71,9281.25
"1970-06-08",14059.82,9238.12
"1970-06-09",14054.7,9275.11
"1970-06-10",13916.22,9266.31
"1970-06-11",13730.25,9223.32
"1970-06-12",13628.31,9158.15
"1970-06-15",13758.38,9149.59
"1970-06-16",14047.37,9323.09
"1970-06-17",14022.15,9291.19
"1970-06-18",14117.5,9305.36
"1970-06-19",14218.54,9296.52
"1970-06-22",14144.95,9333.78
"1970-06-23",13800.09,9453.23
"1970-06-24",13656.37,9503.25
"1970-06-25",13667.67,9470.36
"1970-06-26",13568.25,9449.43
"1970-06-29",13463.29,9487.54
"1970-06-30",13433.99,9646.18
"1970-07-01",13476.65,9709.9
"1970-07-02",13475.03,9823.98
"1970-07-06",13266.74,9940.04
"1970-07-07",13167.32,9993.75
"1970-07-08",13496,9919.96
"1970-07-09",13693.67,9884.71
"1970-07-10",13767.71,9812.21
"1970-07-13",13788.23,9814.88
"1970-07-14",13766.31,9842.51
"1970-07-15",13917.85,9857.7
"1970-07-16",14124.74,9885.48
"1970-07-17",14375.91,9900.75
"1970-07-20",14396.43,9890.81
"1970-07-21",14249.03,9880.89
"1970-07-22",14260.33,9896.14
"1970-07-23",14441.38,10064.71
"1970-07-24",14410.23,10041.57
"1970-07-27",14380.93,10031.36
"1970-07-28",14405.14,9931.96
"1970-07-29",14457.03,9947.31
"1970-07-30",14464.63,9949.98
"1970-07-31",14463,9952.64
"1970-08-03",14275.02,9942.63
"1970-08-04",14308.45,9932.64
"1970-08-05",14308.67,9884.9
"1970-08-06",14292.29,9875.04
"1970-08-07",14331.26,9852.69
"1970-08-10",14134.05,9805.6
"1970-08-11",14066,9758.89
"1970-08-12",13994.27,9724.77
"1970-08-13",13874.56,9715.23
"1970-08-14",13954.12,9596.94
"1970-08-17",13983.87,9528.13
"1970-08-18",14146.46,9566.48
"1970-08-19",14288.75,9593.07
"1970-08-20",14453.18,9595.76
"1970-08-21",14713.56,9670.71
"1970-08-24",15038.51,9857.78
"1970-08-25",15064.56,9885.47
"1970-08-26",15083.23,9888.15
"1970-08-27",15061.31,9878.33
"1970-08-28",15207.28,9881.01
"1970-08-31",15146.61,9896.23
"1970-09-01",15043.51,9924.04
"1970-09-02",15047.42,9939.33
"1970-09-03",15257.97,9942.02
"1970-09-04",15396.56,9944.71
"1970-09-08",15437.37,9947.4
"1970-09-09",15393.31,9912.33
"1970-09-10",15304.97,9915.02
"1970-09-11",15347.62,9955.5
"1970-09-14",15266.66,9970.84
"1970-09-15",15137.73,9998.9
"1970-09-16",15219.13,10065.46
"1970-09-17",15313.44,10171.66
"1970-09-18",15375.94,10200.49
"1970-09-21",15246.03,10216.28
"1970-09-22",15238.95,10232.11
"1970-09-23",15250.48,10247.96
"1970-09-24",15206.18,10224.34
"1970-09-25",15426.14,10227.03
"1970-09-28",15629.36,10177.38
"1970-09-29",15622.28,10206.2
"1970-09-30",15706.38,10195.81
"1970-10-01",15712.33,10185.45
"1970-10-02",15870.87,10227.4
"1970-10-05",16116.88,10230.1
"1970-10-06",16189.82,10245.93
"1970-10-07",16199.49,10248.63
"1970-10-08",16026.78,10238.18
"1970-10-09",15867.1,10214.65
"1970-10-12",15699.97,10217.35
"1970-10-13",15681.73,10220.05
"1970-10-14",15708.14,10157.59
"1970-10-15",15795.97,10173.28
"1970-10-16",15729.34,10150.03
"1970-10-19",15521.28,10113.99
"1970-10-20",15614.68,10103.83
"1970-10-21",15620.63,10055.3
"1970-10-22",15570.75,10019.84
"1970-10-23",15645.54,10022.55
"1970-10-26",15562.17,9999.93
"1970-10-27",15529.04,10002.65
"1970-10-28",15588.95,10043.43
"1970-10-29",15578.14,10161.71
"1970-10-30",15559.9,10138.56
"1970-11-02",15610.5,10271.62
"1970-11-03",15744.84,10274.33
"1970-11-04",15778.7,10290.22
"1970-11-05",15726.96,10292.93
"1970-11-06",15751.51,10335.36
"1970-11-09",15837.47,10404.79
"1970-11-10",15862.02,10420.92
"1970-11-11",15908.9,10423.63
"1970-11-12",15747.38,10521.1
"1970-11-13",15604.46,10469.49
"1970-11-16",15582.49,10458.68
"1970-11-17",15627.51,10461.39
"1970-11-18",15503.21,10518.35
"1970-11-19",15527.76,10672.49
"1970-11-20",15680.7,10930.21
"1970-11-23",15779.68,11137.65
"1970-11-24",15882.38,10978.94
"1970-11-25",15942.29,10895.05
"1970-11-27",16100.81,10897.74
"1970-11-30",16339.34,10886.1
"1970-12-01",16391.8,10931.9
"1970-12-02",16581.95,11050.83
"1970-12-03",16662.32,11156.76
"1970-12-04",16768.73,11234.09
"1970-12-07",16860.26,11147.26
"1970-12-08",16775.03,11149.95
"1970-12-09",16790.27,11108.26
"1970-12-10",16863.2,11110.95
"1970-12-11",16928.68,11172.89
"1970-12-14",16845.31,11250.32
"1970-12-15",16821.48,11237.99
"1970-12-16",16834.86,11270.73
"1970-12-17",16896.62,11258.37
"1970-12-18",16931.58,11216.08
"1970-12-21",16881.59,11085.41
"1970-12-22",16902.91,11015.03
"1970-12-23",16916.73,10959.77
"1970-12-24",17015,10962.48
"1970-12-28",17107.64,10921.99
"1970-12-29",17295.99,10853.27
"1970-12-30",17334.2,10870.21
"1970-12-31",17314.24,10858.69
"1971-01-04",17129.14,10947.27
"1971-01-05",17253.68,10964.39
"1971-01-06",17359.45,10981.55
"1971-01-07",17367.64,11042.33
"1971-01-08",17334.54,11074.26
"1971-01-11",17297.69,11121.02
"1971-01-12",17439.11,11168.04
"1971-01-13",17411.64,11215.35
"1971-01-14",17459.24,11308.06
"1971-01-15",17504.96,11310.76
"1971-01-18",17578.83,11389.33
"1971-01-19",17647.06,11376.78
"1971-01-20",17653.37,11379.48
"1971-01-21",17732.87,11443.33
"1971-01-22",17864.9,11507.69
"1971-01-25",17942.52,11541.4
"1971-01-26",18003.25,11513.06
"1971-01-27",17874.45,11484.84
"1971-01-28",17937.05,11487.53
"1971-01-29",18065.33,11474.81
"1971-02-01",18169.22,11446.76
"1971-02-02",18173.65,11434.12
"1971-02-03",18213.73,11436.82
"1971-02-04",18214.41,11439.52
"1971-02-05",18275.14,11457.57
"1971-02-08",18375.27,11475.64
"1971-02-09",18389.08,11493.75
"1971-02-10",18369.11,11496.45
"1971-02-11",18469.24,11468.35
"1971-02-12",18569.37,11471.06
"1971-02-16",18615.08,11427.77
"1971-02-17",18531.32,11415.2
"1971-02-18",18413.78,11402.66
"1971-02-19",18262.47,11374.97
"1971-02-22",18073.63,11332.28
"1971-02-23",18145.61,11289.86
"1971-02-24",18268.25,11262.63
"1971-02-25",18313.96,11295.31
"1971-02-26",18277.11,11268.07
"1971-03-01",18326.58,11270.79
"1971-03-02",18325.38,11318.52
"1971-03-03",18322.3,11351.41
"1971-03-04",18506.86,11354.13
"1971-03-05",18704.55,11371.98
"1971-03-08",18785.91,11405.06
"1971-03-09",18803.47,11530.46
"1971-03-10",18776.01,11673.58
"1971-03-11",18795.44,11787.27
"1971-03-12",18831.77,11758.09
"1971-03-15",19048.22,11760.8
"1971-03-16",19144.58,11795.39
"1971-03-17",19130.25,11878.39
"1971-03-18",19145.93,11962.21
"1971-03-19",19113.16,12030.4
"1971-03-22",19041.62,12132.36
"1971-03-23",18979.54,12185.14
"1971-03-24",18856.91,12137.71
"1971-03-25",18857.28,12090.58
"1971-03-26",18923.87,12027.3
"1971-03-29",18941.26,11964.54
"1971-03-30",18987.04,11999.9
"1971-03-31",18998.75,11969.92
"1971-04-01",19016.14,11940.07
"1971-04-02",19050.57,11894.18
"1971-04-05",19096.34,11880.74
"1971-04-06",19234.83,11915.76
"1971-04-07",19326.01,11934.67
"1971-04-08",19350.97,11937.38
"1971-04-12",19500.81,11811.27
"1971-04-13",19521.99,11782.1
"1971-04-14",19598.03,11784.81
"1971-04-15",19628.67,11755.75
"1971-04-16",19625.24,11758.47
"1971-04-19",19725.89,11713.75
"1971-04-20",19652.46,11606.84
"1971-04-21",19607.41,11516.79
"1971-04-22",19647.5,11534.92
"1971-04-23",19742.47,11553.08
"1971-04-26",19723.91,11555.82
"1971-04-27",19849.14,11558.55
"1971-04-28",19885.45,11607.78
"1971-04-29",19861.21,11594.98
"1971-04-30",19734.81,11597.72
"1971-05-03",19612.19,11507.89
"1971-05-04",19709.04,11343.71
"1971-05-05",19709.4,11346.46
"1971-05-06",19607.6,11319.24
"1971-05-07",19541.74,11351.98
"1971-05-10",19447.5,11384.85
"1971-05-11",19498.95,11372.53
"1971-05-12",19554.18,11270.59
"1971-05-13",19516.7,11184.75
"1971-05-14",19428.14,11143.59
"1971-05-17",19142.82,11117.22
"1971-05-18",19171.56,11047.61
"1971-05-19",19219.22,11079.26
"1971-05-20",19266.88,11257.73
"1971-05-21",19208.6,11260.5
"1971-05-24",19048.15,11278.11
"1971-05-25",18925.54,11325.57
"1971-05-26",18950.5,11388.36
"1971-05-27",18916.81,11421.32
"1971-05-28",18962.58,11393.88
"1971-06-01",19072.67,11442
"1971-06-02",19218.71,11551.68
"1971-06-03",19230.42,11600.72
"1971-06-04",19287.54,11495.89
"1971-06-07",19250.06,11422.69
"1971-06-08",19106.65,11365.22
"1971-06-09",19103.23,11308.21
"1971-06-10",19171.69,11281.27
"1971-06-11",19255.3,11284.05
"1971-06-14",19096.75,11125.37
"1971-06-15",19117.92,10998.59
"1971-06-16",19158.01,11058.71
"1971-06-17",19156.48,11061.5
"1971-06-18",18865.86,11151.16
"1971-06-21",18658.27,11241.86
"1971-06-22",18606.98,11171.3
"1971-06-23",18765.38,11174.09
"1971-06-24",18714.1,11162.3
"1971-06-25",18689.5,11179.69
"1971-06-28",18643.93,11182.48
"1971-06-29",18851.89,11185.28
"1971-06-30",18831.11,11202.7
"1971-07-01",19039.06,11220.16
"1971-07-02",19041.15,11252.38
"1971-07-06",19039.43,11284.72
"1971-07-07",19094.89,11302.33
"1971-07-08",19154.16,11305.12
"1971-07-09",19222.96,11307.92
"1971-07-12",19249.83,11400.3
"1971-07-13",19000.31,11433.2
"1971-07-14",18949.03,11466.22
"1971-07-15",18962.55,11484.17
"1971-07-16",18932.24,11411.42
"1971-07-19",18900.02,11339.41
"1971-07-20",18976.44,11327.33
"1971-07-21",18970.91,11359.92
"1971-07-22",18940.59,11288.44
"1971-07-23",18910.28,11247.02
"1971-07-26",18759.88,11235.14
"1971-07-27",18693.35,11237.95
"1971-07-28",18560.12,11226.1
"1971-07-29",18362.07,11258.27
"1971-07-30",18280.3,11275.81
"1971-08-02",18354.82,11293.38
"1971-08-03",18080.54,11251.99
"1971-08-04",17964.46,11240.12
"1971-08-05",18004.67,11272.33
"1971-08-06",18037.26,11275.14
"1971-08-09",17902.12,11263.24
"1971-08-10",17906.12,11266.05
"1971-08-11",18121.68,11298.35
"1971-08-12",18379.17,11375.4
"1971-08-13",18322.17,11468.29
"1971-08-16",18909.39,11747.86
"1971-08-17",19145.91,11813.52
"1971-08-18",18883.07,11800.54
"1971-08-19",18801.3,11771.89
"1971-08-20",18835.79,11759
"1971-08-23",19013.22,11637.43
"1971-08-24",19234.49,11686.65
"1971-08-25",19238.48,11673.95
"1971-08-26",19208.17,11707.8
"1971-08-27",19256,11773.08
"1971-08-30",19075.12,11807.32
"1971-08-31",18983.82,11857.51
"1971-09-01",18993.53,11876.17
"1971-09-02",19037.55,11942.75
"1971-09-03",19306.46,12026.02
"1971-09-07",19396.21,12093.78
"1971-09-08",19434.51,12064.01
"1971-09-09",19333.68,12018.19
"1971-09-10",19263.35,11988.73
"1971-09-13",19198.73,11879.63
"1971-09-14",19061.69,11850.74
"1971-09-15",19145.73,11885.24
"1971-09-16",19126.86,11903.94
"1971-09-17",19185.31,11954.64
"1971-09-20",19133.79,11925.47
"1971-09-21",19070.76,11912.33
"1971-09-22",18906,11883.34
"1971-09-23",18890.95,11886.14
"1971-09-24",18849.03,11920.76
"1971-09-27",18749.53,11955.51
"1971-09-28",18801.65,11990.39
"1971-09-29",18807.71,12025.4
"1971-09-30",18894.38,12109.32
"1971-10-01",19009.84,12144.79
"1971-10-04",19065.8,12180.4
"1971-10-05",19048.83,12117.68
"1971-10-06",19187.31,12136.81
"1971-10-07",19227.91,12139.61
"1971-10-08",19103.47,12175.19
"1971-10-11",19076.9,12177.99
"1971-10-12",19148.21,12246.77
"1971-10-13",19046.8,12282.76
"1971-10-14",18876.29,12252.35
"1971-10-15",18813.26,12255.14
"1971-10-18",18731.04,12191.9
"1971-10-19",18666.09,12178.27
"1971-10-20",18409.23,12213.98
"1971-10-21",18401.86,12249.82
"1971-10-22",18398.33,12252.62
"1971-10-25",18310.35,12255.42
"1971-10-26",18243.49,12291.41
"1971-10-27",18063.4,12277.6
"1971-10-28",18098.24,12280.4
"1971-10-29",18152.28,12333.17
"1971-11-01",17880.08,12403.09
"1971-11-02",17955.23,12405.88
"1971-11-03",18289.45,12510.41
"1971-11-04",18268.65,12496.15
"1971-11-05",18207.54,12498.94
"1971-11-08",18196.33,12450.79
"1971-11-09",18211.99,12419.78
"1971-11-10",18012.72,12372.12
"1971-11-11",17767.39,12374.93
"1971-11-12",17769.61,12411.35
"1971-11-15",17712.35,12414.15
"1971-11-16",17887.28,12433.83
"1971-11-17",17916.38,12436.63
"1971-11-18",17780.43,12456.34
"1971-11-19",17682.87,12425.35
"1971-11-22",17527.74,12360.96
"1971-11-23",17409.07,12280.52
"1971-11-24",17443.92,12233.76
"1971-11-26",17755.1,12236.59
"1971-11-29",18039.41,12239.41
"1971-11-30",18152.93,12258.73
"1971-12-01",18433.4,12261.55
"1971-12-02",18512.38,12247.86
"1971-12-03",18748.71,12250.69
"1971-12-06",18645.4,12270.03
"1971-12-07",18716.7,12223.4
"1971-12-08",18728.51,12226.22
"1971-12-09",18738.41,12196.23
"1971-12-10",18880.71,12215.46
"1971-12-13",18936.66,12234.72
"1971-12-14",18881.32,12204.71
"1971-12-15",19050.48,12158.52
"1971-12-16",19282.96,12161.35
"1971-12-17",19384.52,12180.51
"1971-12-20",19636.52,12150.74
"1971-12-21",19687.44,12088.73
"1971-12-22",19570.16,12075.44
"1971-12-23",19487.67,12126.8
"1971-12-27",19530.86,12194.79
"1971-12-28",19726.78,12263.31
"1971-12-29",19779.63,12249.68
"1971-12-30",19699.08,12236.07
"1971-12-31",19761.6,12255.36
"1972-01-03",19682.98,12208.94
"1972-01-04",19766.77,12211.79
"1972-01-05",19956.89,12214.63
"1972-01-06",20046.47,12250.3
"1972-01-07",20041.32,12269.61
"1972-01-10",20014.91,12322.06
"1972-01-11",20081.29,12308.33
"1972-01-12",20072.27,12311.17
"1972-01-13",19958.86,12330.6
"1972-01-14",20038.77,12350.05
"1972-01-17",20101.29,12319.69
"1972-01-18",20171.54,12305.98
"1972-01-19",20141.25,12275.81
"1972-01-20",20143.83,12262.19
"1972-01-21",20101.95,12232.2
"1972-01-24",19895.74,12218.68
"1972-01-25",19923.46,12254.33
"1972-01-26",19887.38,12273.63
"1972-01-27",20083.29,12194.56
"1972-01-28",20213.46,12148.64
"1972-01-31",20173.51,12151.5
"1972-02-01",20189.63,12138.17
"1972-02-02",20321.73,12157.24
"1972-02-03",20316.58,12160.1
"1972-02-04",20361.7,12162.97
"1972-02-07",20302.42,12165.84
"1972-02-08",20343.66,12152.49
"1972-02-09",20502.83,12155.36
"1972-02-10",20513.14,12158.23
"1972-02-11",20417.13,12177.33
"1972-02-14",20324.99,12212.76
"1972-02-15",20412.63,12231.96
"1972-02-16",20529.27,12267.6
"1972-02-17",20526.05,12286.9
"1972-02-18",20468.7,12289.77
"1972-02-22",20473.22,12309.11
"1972-02-23",20493.2,12311.98
"1972-02-24",20509.31,12298.37
"1972-02-25",20653.01,12317.72
"1972-02-28",20657.52,12320.59
"1972-02-29",20733.56,12306.97
"1972-03-01",20886.92,12326.34
"1972-03-02",20883.7,12329.21
"1972-03-03",21006.13,12348.61
"1972-03-06",21169.15,12351.49
"1972-03-07",21191.06,12337.82
"1972-03-08",21211.03,12340.69
"1972-03-09",21209.74,12343.56
"1972-03-10",21104.07,12329.92
"1972-03-13",20903.69,12299.85
"1972-03-14",20960.39,12286.3
"1972-03-15",20990.03,12256.42
"1972-03-16",20944.29,12259.3
"1972-03-17",21027.36,12278.56
"1972-03-20",20965.38,12265.07
"1972-03-21",20792.34,12284.33
"1972-03-22",20823.88,12287.22
"1972-03-23",21003.5,12273.72
"1972-03-24",20961.01,12243.92
"1972-03-27",20920.46,12263.14
"1972-03-28",20897.45,12249.7
"1972-03-29",20767.28,12252.59
"1972-03-30",20907.93,12239.18
"1972-04-03",20964.8,12274.73
"1972-04-04",21091.82,12212.43
"1972-04-05",21265.59,12215.33
"1972-04-06",21371.16,12202.01
"1972-04-07",21391.02,12204.91
"1972-04-10",21360.21,12207.81
"1972-04-11",21422.92,12178.34
"1972-04-12",21507.07,12132.92
"1972-04-13",21456.78,12087.78
"1972-04-14",21445.46,12090.69
"1972-04-17",21383.48,12109.6
"1972-04-18",21436.45,12112.51
"1972-04-19",21327.71,12147.51
"1972-04-20",21298.86,12166.52
"1972-04-21",21271.95,12169.43
"1972-04-24",21137.89,12172.34
"1972-04-25",20931.75,12175.25
"1972-04-26",20889.25,12194.31
"1972-04-27",20922.74,12294.76
"1972-04-28",21045.85,12281.33
"1972-05-01",20857.24,12284.24
"1972-05-02",20740.72,12287.15
"1972-05-03",20725.5,12273.74
"1972-05-04",20778.48,12260.37
"1972-05-05",20854.82,12263.28
"1972-05-08",20761.68,12282.49
"1972-05-09",20491.26,12252.84
"1972-05-10",20626.05,12288.33
"1972-05-11",20696.55,12307.58
"1972-05-12",20817.71,12343.28
"1972-05-15",20913.54,12362.64
"1972-05-16",20876.89,12382.03
"1972-05-17",20924.02,12401.46
"1972-05-18",21130.89,12437.51
"1972-05-19",21335.81,12473.69
"1972-05-22",21476.44,12510.01
"1972-05-23",21496.28,12546.47
"1972-05-24",21601.85,12549.38
"1972-05-25",21633.38,12569.12
"1972-05-26",21674.66,12572.03
"1972-05-30",21616.58,12608.72
"1972-05-31",21459.16,12611.62
"1972-06-01",21492.64,12580.74
"1972-06-02",21502.75,12566.8
"1972-06-05",21327.79,12569.71
"1972-06-06",21211.28,12539.01
"1972-06-07",21104.51,12525.17
"1972-06-08",21034.75,12528.09
"1972-06-09",20955.25,12547.77
"1972-06-12",20986.79,12550.69
"1972-06-13",21094.29,12553.61
"1972-06-14",21260.24,12556.53
"1972-06-15",21272.3,12576.26
"1972-06-16",21257.58,12579.18
"1972-06-19",21210.71,12582.1
"1972-06-20",21301.16,12601.88
"1972-06-21",21348.45,12587.94
"1972-06-22",21329.05,12590.86
"1972-06-23",21250.79,12576.95
"1972-06-26",21097.99,12563.07
"1972-06-27",21078.59,12566
"1972-06-28",21012.1,12552.15
"1972-06-29",20975.05,12538.33
"1972-06-30",21040,12524.55
"1972-07-03",21110.83,12527.48
"1972-07-05",21232.67,12547.14
"1972-07-06",21419.24,12566.83
"1972-07-07",21352.75,12569.76
"1972-07-10",21241.15,12555.93
"1972-07-11",21088.36,12592.43
"1972-07-12",21006.18,12595.37
